year,month,state_id,gender_id,value,pp_id
2030,March,5,3,6222,2266
2030,March,5,1,3197,2267
2030,March,5,2,3025,2268
2030,March,26,3,451,2269
2030,March,26,1,239,2270
2030,March,26,2,212,2271
2030,March,14,3,22074,2272
2030,March,14,1,11109,2273
2030,March,14,2,10965,2274
2030,March,30,3,197,2275
2030,March,30,1,105,2276
2030,March,30,2,92,2277
2030,March,37,3,546838,2278
2030,March,37,1,283501,2279
2030,March,37,2,263337,2280
2030,July,8,3,40685,2281
2030,July,8,1,20928,2282
2030,July,8,2,19756,2283
2030,July,12,3,4898,2284
2030,July,12,1,2600,2285
2030,July,12,2,2298,2286
2030,July,16,3,62884,2287
2030,July,16,1,33202,2288
2030,July,16,2,29682,2289
2030,July,28,3,2092,2290
2030,July,28,1,1060,2291
2030,July,28,2,1032,2292
2030,July,20,3,20745,2293
2030,July,20,1,10441,2294
2030,July,20,2,10305,2295
2030,July,13,3,44462,2296
2030,July,13,1,22231,2297
2030,July,13,2,22231,2298
2030,July,31,3,468,2299
2030,July,31,1,245,2300
2030,July,31,2,223,2301
2030,July,15,3,23979,2302
2030,July,15,1,12528,2303
2030,July,15,2,11451,2304
2030,July,17,3,14236,2305
2030,July,17,1,7593,2306
2030,July,17,2,6643,2307
2030,July,21,3,1376,2308
2030,July,21,1,674,2309
2030,July,21,2,702,2310
2030,July,9,3,9714,2311
2030,July,9,1,5028,2312
2030,July,9,2,4686,2313
2030,July,27,3,1338,2314
2030,July,27,1,701,2315
2030,July,27,2,637,2316
2030,July,18,3,747,2317
2030,July,18,1,374,2318
2030,July,18,2,373,2319
2030,July,22,3,747,2320
2030,July,22,1,373,2321
2030,July,22,2,374,2322
2030,July,6,3,1178,2323
2030,July,6,1,581,2324
2030,July,6,2,597,2325
2030,July,1,3,67150,2326
2030,July,1,1,35286,2327
2030,July,1,2,31863,2328
2030,July,3,3,27844,2329
2030,July,3,1,14517,2330
2030,July,3,2,13327,2331
2030,July,36,3,70,2332
2030,July,36,1,36,2333
2030,July,36,2,34,2334
2030,July,35,3,113,2335
2030,July,35,1,74,2336
2030,July,35,2,39,2337
2030,July,7,3,32609,2338
2030,July,7,1,15595,2339
2030,July,7,2,17014,2340
2030,July,10,3,33774,2341
2030,July,10,1,17205,2342
2030,July,10,2,16569,2343
2030,July,24,3,11768,2344
2030,July,24,1,6161,2345
2030,July,24,2,5607,2346
2030,July,32,3,4639,2347
2030,July,32,1,2511,2348
2030,July,32,2,2127,2349
2030,July,23,3,807,2350
2030,July,23,1,435,2351
2030,July,23,2,371,2352
2030,July,25,3,15169,2353
2030,July,25,1,8099,2354
2030,July,25,2,7070,2355
2030,July,11,3,40486,2356
2030,July,11,1,21535,2357
2030,July,11,2,18951,2358
2030,July,33,3,1355,2359
2030,July,33,1,693,2360
2030,July,33,2,662,2361
2030,July,29,3,24280,2362
2030,July,29,1,12998,2363
2030,July,29,2,11282,2364
2030,July,34,3,1064,2365
2030,July,34,1,847,2366
2030,July,34,2,217,2367
2030,July,34,3,875,2368
2030,July,34,1,520,2369
2030,July,34,2,355,2370
2030,July,4,3,9579,2371
2030,July,4,1,4897,2372
2030,July,4,2,4682,2373
2030,July,19,3,1311,2374
2030,July,19,1,720,2375
2030,July,19,2,592,2376
2030,July,2,3,17976,2377
2030,July,2,1,9486,2378
2030,July,2,2,8490,2379
2030,July,5,3,6254,2380
2030,July,5,1,3214,2381
2030,July,5,2,3040,2382
2030,July,26,3,453,2383
2030,July,26,1,240,2384
2030,July,26,2,213,2385
2030,July,14,3,22202,2386
2030,July,14,1,11174,2387
2030,July,14,2,11029,2388
2030,July,30,3,198,2389
2030,July,30,1,106,2390
2030,July,30,2,92,2391
2030,July,37,3,549524,2392
2030,July,37,1,284908,2393
2030,July,37,2,264616,2394
2029,October,8,3,40256,2395
2029,October,8,1,20708,2396
2029,October,8,2,19548,2397
2029,October,12,3,4823,2398
2029,October,12,1,2560,2399
2029,October,12,2,2263,2400
2029,October,16,3,62272,2401
2029,October,16,1,32879,2402
2029,October,16,2,29394,2403
2029,October,28,3,2043,2404
2029,October,28,1,1035,2405
2029,October,28,2,1007,2406
2029,October,20,3,20480,2407
2029,October,20,1,10307,2408
2029,October,20,2,10173,2409
2029,October,13,3,44148,2410
2029,October,13,1,22074,2411
2029,October,13,2,22074,2412
2029,October,31,3,455,2413
2029,October,31,1,238,2414
2029,October,31,2,217,2415
2029,October,15,3,23740,2416
2029,October,15,1,12403,2417
2029,October,15,2,11337,2418
2029,October,17,3,14097,2419
2029,October,17,1,7518,2420
2029,October,17,2,6578,2421
2029,October,21,3,1352,2422
2029,October,21,1,662,2423
2029,October,21,2,690,2424
2029,October,9,3,9612,2425
2029,October,9,1,4975,2426
2029,October,9,2,4637,2427
2029,October,27,3,1305,2428
2029,October,27,1,684,2429
2029,October,27,2,621,2430
2029,October,18,3,740,2431
2029,October,18,1,370,2432
2029,October,18,2,370,2433
2029,October,22,3,742,2434
2029,October,22,1,371,2435
2029,October,22,2,371,2436
2029,October,6,3,1165,2437
2029,October,6,1,575,2438
2029,October,6,2,590,2439
2029,October,1,3,66565,2440
2029,October,1,1,34979,2441
2029,October,1,2,31586,2442
2029,October,3,3,27573,2443
2029,October,3,1,14376,2444
2029,October,3,2,13197,2445
2029,October,36,3,70,2446
2029,October,36,1,36,2447
2029,October,36,2,34,2448
2029,October,35,3,111,2449
2029,October,35,1,73,2450
2029,October,35,2,38,2451
2029,October,7,3,32099,2452
2029,October,7,1,15351,2453
2029,October,7,2,16748,2454
2029,October,10,3,33396,2455
2029,October,10,1,17013,2456
2029,October,10,2,16383,2457
2029,October,24,3,11622,2458
2029,October,24,1,6085,2459
2029,October,24,2,5537,2460
2029,October,32,3,4588,2461
2029,October,32,1,2484,2462
2029,October,32,2,2104,2463
2029,October,23,3,803,2464
2029,October,23,1,434,2465
2029,October,23,2,370,2466
2029,October,25,3,14914,2467
2029,October,25,1,7963,2468
2029,October,25,2,6951,2469
2029,October,11,3,39908,2470
2029,October,11,1,21228,2471
2029,October,11,2,18680,2472
2029,October,33,3,1339,2473
2029,October,33,1,685,2474
2029,October,33,2,655,2475
2029,October,29,3,23974,2476
2029,October,29,1,12834,2477
2029,October,29,2,11140,2478
2029,October,34,3,998,2479
2029,October,34,1,790,2480
2029,October,34,2,209,2481
2029,October,34,3,829,2482
2029,October,34,1,493,2483
2029,October,34,2,336,2484
2029,October,4,3,9435,2485
2029,October,4,1,4824,2486
2029,October,4,2,4612,2487
2029,October,19,3,1304,2488
2029,October,19,1,716,2489
2029,October,19,2,588,2490
2029,October,2,3,17727,2491
2029,October,2,1,9355,2492
2029,October,2,2,8372,2493
2029,October,5,3,6182,2494
2029,October,5,1,3177,2495
2029,October,5,2,3005,2496
2029,October,26,3,448,2497
2029,October,26,1,237,2498
2029,October,26,2,211,2499
2029,October,14,3,21915,2500
2029,October,14,1,11029,2501
2029,October,14,2,10886,2502
2029,October,30,3,196,2503
2029,October,30,1,104,2504
2029,October,30,2,91,2505
2029,October,37,3,543228,2506
2029,October,37,1,281625,2507
2029,October,37,2,261603,2508
2029,March,8,3,39924,2509
2029,March,8,1,20537,2510
2029,March,8,2,19387,2511
2029,March,12,3,4765,2512
2029,March,12,1,2529,2513
2029,March,12,2,2236,2514
2029,March,16,3,61798,2515
2029,March,16,1,32628,2516
2029,March,16,2,29170,2517
2029,March,28,3,2004,2518
2029,March,28,1,1016,2519
2029,March,28,2,988,2520
2029,March,20,3,20392,2521
2029,March,20,1,10263,2522
2029,March,20,2,10129,2523
2029,March,13,3,43905,2524
2029,March,13,1,21953,2525
2029,March,13,2,21953,2526
2029,March,31,3,444,2527
2029,March,31,1,232,2528
2029,March,31,2,212,2529
2029,March,15,3,23555,2530
2029,March,15,1,12307,2531
2029,March,15,2,11248,2532
2029,March,17,3,13988,2533
2029,March,17,1,7460,2534
2029,March,17,2,6528,2535
2029,March,21,3,1334,2536
2029,March,21,1,653,2537
2029,March,21,2,681,2538
2029,March,9,3,9533,2539
2029,March,9,1,4934,2540
2029,March,9,2,4599,2541
2029,March,27,3,1279,2542
2029,March,27,1,670,2543
2029,March,27,2,609,2544
2029,March,18,3,735,2545
2029,March,18,1,368,2546
2029,March,18,2,367,2547
2029,March,22,3,737,2548
2029,March,22,1,368,2549
2029,March,22,2,369,2550
2029,March,6,3,1154,2551
2029,March,6,1,570,2552
2029,March,6,2,584,2553
2029,March,1,3,66112,2554
2029,March,1,1,34741,2555
2029,March,1,2,31371,2556
2029,March,3,3,27363,2557
2029,March,3,1,14266,2558
2029,March,3,2,13097,2559
2029,March,36,3,70,2560
2029,March,36,1,36,2561
2029,March,36,2,34,2562
2029,March,35,3,110,2563
2029,March,35,1,72,2564
2029,March,35,2,38,2565
2029,March,7,3,31695,2566
2029,March,7,1,15158,2567
2029,March,7,2,16537,2568
2029,March,10,3,33103,2569
2029,March,10,1,16863,2570
2029,March,10,2,16240,2571
2029,March,24,3,11508,2572
2029,March,24,1,6025,2573
2029,March,24,2,5483,2574
2029,March,32,3,4549,2575
2029,March,32,1,2463,2576
2029,March,32,2,2086,2577
2029,March,23,3,801,2578
2029,March,23,1,432,2579
2029,March,23,2,369,2580
2029,March,25,3,14717,2581
2029,March,25,1,7857,2582
2029,March,25,2,6860,2583
2029,March,11,3,39460,2584
2029,March,11,1,20989,2585
2029,March,11,2,18471,2586
2029,March,33,3,1327,2587
2029,March,33,1,678,2588
2029,March,33,2,649,2589
2029,March,29,3,23735,2590
2029,March,29,1,12706,2591
2029,March,29,2,11029,2592
2029,March,34,3,947,2593
2029,March,34,1,744,2594
2029,March,34,2,203,2595
2029,March,34,3,793,2596
2029,March,34,1,471,2597
2029,March,34,2,322,2598
2029,March,4,3,9324,2599
2029,March,4,1,4767,2600
2029,March,4,2,4557,2601
2029,March,19,3,1298,2602
2029,March,19,1,712,2603
2029,March,19,2,586,2604
2029,March,2,3,17534,2605
2029,March,2,1,9253,2606
2029,March,2,2,8281,2607
2029,March,5,3,6127,2608
2029,March,5,1,3149,2609
2029,March,5,2,2978,2610
2029,March,26,3,443,2611
2029,March,26,1,234,2612
2029,March,26,2,209,2613
2029,March,14,3,21693,2614
2029,March,14,1,10917,2615
2029,March,14,2,10776,2616
2029,March,30,3,194,2617
2029,March,30,1,104,2618
2029,March,30,2,90,2619
2029,March,37,3,538451,2620
2029,March,37,1,279125,2621
2029,March,37,2,259326,2622
2029,July,8,3,40114,2623
2029,July,8,1,20635,2624
2029,July,8,2,19479,2625
2029,July,12,3,4798,2626
2029,July,12,1,2547,2627
2029,July,12,2,2251,2628
2029,July,16,3,62069,2629
2029,July,16,1,32771,2630
2029,July,16,2,29298,2631
2029,July,28,3,2026,2632
2029,July,28,1,1027,2633
2029,July,28,2,999,2634
2029,July,20,3,20392,2635
2029,July,20,1,10263,2636
2029,July,20,2,10129,2637
2029,July,13,3,44044,2638
2029,July,13,1,22022,2639
2029,July,13,2,22022,2640
2029,July,31,3,450,2641
2029,July,31,1,235,2642
2029,July,31,2,215,2643
2029,July,15,3,23661,2644
2029,July,15,1,12362,2645
2029,July,15,2,11299,2646
2029,July,17,3,14050,2647
2029,July,17,1,7493,2648
2029,July,17,2,6557,2649
2029,July,21,3,1344,2650
2029,July,21,1,658,2651
2029,July,21,2,686,2652
2029,July,9,3,9578,2653
2029,July,9,1,4958,2654
2029,July,9,2,4620,2655
2029,July,27,3,1294,2656
2029,July,27,1,678,2657
2029,July,27,2,616,2658
2029,July,18,3,738,2659
2029,July,18,1,369,2660
2029,July,18,2,369,2661
2029,July,22,3,740,2662
2029,July,22,1,370,2663
2029,July,22,2,370,2664
2029,July,6,3,1160,2665
2029,July,6,1,573,2666
2029,July,6,2,587,2667
2029,July,1,3,66371,2668
2029,July,1,1,34877,2669
2029,July,1,2,31494,2670
2029,July,3,3,27483,2671
2029,July,3,1,14329,2672
2029,July,3,2,13154,2673
2029,July,36,3,70,2674
2029,July,36,1,36,2675
2029,July,36,2,34,2676
2029,July,35,3,111,2677
2029,July,35,1,73,2678
2029,July,35,2,38,2679
2029,July,7,3,31926,2680
2029,July,7,1,15268,2681
2029,July,7,2,16658,2682
2029,July,10,3,33270,2683
2029,July,10,1,16949,2684
2029,July,10,2,16322,2685
2029,July,24,3,11573,2686
2029,July,24,1,6059,2687
2029,July,24,2,5514,2688
2029,July,32,3,4571,2689
2029,July,32,1,2475,2690
2029,July,32,2,2096,2691
2029,July,23,3,802,2692
2029,July,23,1,433,2693
2029,July,23,2,369,2694
2029,July,25,3,14830,2695
2029,July,25,1,7918,2696
2029,July,25,2,6912,2697
2029,July,11,3,39716,2698
2029,July,11,1,21126,2699
2029,July,11,2,18590,2700
2029,July,33,3,1334,2701
2029,July,33,1,682,2702
2029,July,33,2,652,2703
2029,July,29,3,23871,2704
2029,July,29,1,12779,2705
2029,July,29,2,11092,2706
2029,July,34,3,976,2707
2029,July,34,1,770,2708
2029,July,34,2,206,2709
2029,July,34,3,813,2710
2029,July,34,1,484,2711
2029,July,34,2,330,2712
2029,July,4,3,9388,2713
2029,July,4,1,4799,2714
2029,July,4,2,4588,2715
2029,July,19,3,1301,2716
2029,July,19,1,714,2717
2029,July,19,2,587,2718
2029,July,2,3,17644,2719
2029,July,2,1,9311,2720
2029,July,2,2,8333,2721
2029,July,5,3,6159,2722
2029,July,5,1,3165,2723
2029,July,5,2,2994,2724
2029,July,26,3,446,2725
2029,July,26,1,236,2726
2029,July,26,2,210,2727
2029,July,14,3,21820,2728
2029,July,14,1,10981,2729
2029,July,14,2,10839,2730
2029,July,30,3,195,2731
2029,July,30,1,104,2732
2029,July,30,2,91,2733
2029,July,37,3,541129,2734
2029,July,37,1,280529,2735
2029,July,37,2,260600,2736
2028,October,8,3,39689,2737
2028,October,8,1,20416,2738
2028,October,8,2,19273,2739
2028,October,12,3,4724,2740
2028,October,12,1,2508,2741
2028,October,12,2,2217,2742
2028,October,16,3,61462,2743
2028,October,16,1,32451,2744
2028,October,16,2,29011,2745
2028,October,28,3,1977,2746
2028,October,28,1,1002,2747
2028,October,28,2,975,2748
2028,October,20,3,20129,2749
2028,October,20,1,10130,2750
2028,October,20,2,9998,2751
2028,October,13,3,43733,2752
2028,October,13,1,21866,2753
2028,October,13,2,21866,2754
2028,October,31,3,437,2755
2028,October,31,1,228,2756
2028,October,31,2,208,2757
2028,October,15,3,23424,2758
2028,October,15,1,12238,2759
2028,October,15,2,11186,2760
2028,October,17,3,13911,2761
2028,October,17,1,7419,2762
2028,October,17,2,6492,2763
2028,October,21,3,1321,2764
2028,October,21,1,647,2765
2028,October,21,2,674,2766
2028,October,9,3,9478,2767
2028,October,9,1,4906,2768
2028,October,9,2,4572,2769
2028,October,27,3,1261,2770
2028,October,27,1,661,2771
2028,October,27,2,600,2772
2028,October,18,3,731,2773
2028,October,18,1,366,2774
2028,October,18,2,365,2775
2028,October,22,3,734,2776
2028,October,22,1,367,2777
2028,October,22,2,367,2778
2028,October,6,3,1147,2779
2028,October,6,1,566,2780
2028,October,6,2,581,2781
2028,October,1,3,65790,2782
2028,October,1,1,34572,2783
2028,October,1,2,31218,2784
2028,October,3,3,27213,2785
2028,October,3,1,14188,2786
2028,October,3,2,13025,2787
2028,October,36,3,70,2788
2028,October,36,1,36,2789
2028,October,36,2,34,2790
2028,October,35,3,109,2791
2028,October,35,1,71,2792
2028,October,35,2,37,2793
2028,October,7,3,31395,2794
2028,October,7,1,15015,2795
2028,October,7,2,16381,2796
2028,October,10,3,32895,2797
2028,October,10,1,16758,2798
2028,October,10,2,16138,2799
2028,October,24,3,11428,2800
2028,October,24,1,5983,2801
2028,October,24,2,5445,2802
2028,October,32,3,4522,2803
2028,October,32,1,2448,2804
2028,October,32,2,2073,2805
2028,October,23,3,799,2806
2028,October,23,1,431,2807
2028,October,23,2,368,2808
2028,October,25,3,14577,2809
2028,October,25,1,7783,2810
2028,October,25,2,6794,2811
2028,October,11,3,39142,2812
2028,October,11,1,20820,2813
2028,October,11,2,18322,2814
2028,October,33,3,1318,2815
2028,October,33,1,674,2816
2028,October,33,2,644,2817
2028,October,29,3,23564,2818
2028,October,29,1,12614,2819
2028,October,29,2,10949,2820
2028,October,34,3,911,2821
2028,October,34,1,712,2822
2028,October,34,2,198,2823
2028,October,34,3,768,2824
2028,October,34,1,456,2825
2028,October,34,2,311,2826
2028,October,4,3,9245,2827
2028,October,4,1,4727,2828
2028,October,4,2,4519,2829
2028,October,19,3,1293,2830
2028,October,19,1,710,2831
2028,October,19,2,584,2832
2028,October,2,3,17397,2833
2028,October,2,1,9180,2834
2028,October,2,2,8216,2835
2028,October,5,3,6088,2836
2028,October,5,1,3128,2837
2028,October,5,2,2959,2838
2028,October,26,3,440,2839
2028,October,26,1,233,2840
2028,October,26,2,207,2841
2028,October,14,3,21536,2842
2028,October,14,1,10838,2843
2028,October,14,2,10698,2844
2028,October,30,3,193,2845
2028,October,30,1,103,2846
2028,October,30,2,90,2847
2028,October,37,3,534846,2848
2028,October,37,1,277251,2849
2028,October,37,2,257595,2850
2028,March,8,3,39359,2851
2028,March,8,1,20246,2852
2028,March,8,2,19113,2853
2028,March,12,3,4667,2854
2028,March,12,1,2477,2855
2028,March,12,2,2190,2856
2028,March,16,3,60991,2857
2028,March,16,1,32202,2858
2028,March,16,2,28789,2859
2028,March,28,3,1940,2860
2028,March,28,1,983,2861
2028,March,28,2,957,2862
2028,March,20,3,20041,2863
2028,March,20,1,10086,2864
2028,March,20,2,9955,2865
2028,March,13,3,43491,2866
2028,March,13,1,21746,2867
2028,March,13,2,21746,2868
2028,March,31,3,426,2869
2028,March,31,1,223,2870
2028,March,31,2,203,2871
2028,March,15,3,23240,2872
2028,March,15,1,12142,2873
2028,March,15,2,11098,2874
2028,March,17,3,13804,2875
2028,March,17,1,7362,2876
2028,March,17,2,6442,2877
2028,March,21,3,1303,2878
2028,March,21,1,638,2879
2028,March,21,2,665,2880
2028,March,9,3,9400,2881
2028,March,9,1,4865,2882
2028,March,9,2,4535,2883
2028,March,27,3,1236,2884
2028,March,27,1,648,2885
2028,March,27,2,588,2886
2028,March,18,3,726,2887
2028,March,18,1,363,2888
2028,March,18,2,363,2889
2028,March,22,3,730,2890
2028,March,22,1,365,2891
2028,March,22,2,365,2892
2028,March,6,3,1136,2893
2028,March,6,1,561,2894
2028,March,6,2,575,2895
2028,March,1,3,65339,2896
2028,March,1,1,34335,2897
2028,March,1,2,31004,2898
2028,March,3,3,27004,2899
2028,March,3,1,14079,2900
2028,March,3,2,12925,2901
2028,March,36,3,70,2902
2028,March,36,1,36,2903
2028,March,36,2,34,2904
2028,March,35,3,107,2905
2028,March,35,1,70,2906
2028,March,35,2,37,2907
2028,March,7,3,30976,2908
2028,March,7,1,14814,2909
2028,March,7,2,16162,2910
2028,March,10,3,32604,2911
2028,March,10,1,16609,2912
2028,March,10,2,15995,2913
2028,March,24,3,11315,2914
2028,March,24,1,5924,2915
2028,March,24,2,5391,2916
2028,March,32,3,4483,2917
2028,March,32,1,2427,2918
2028,March,32,2,2056,2919
2028,March,23,3,796,2920
2028,March,23,1,430,2921
2028,March,23,2,366,2922
2028,March,25,3,14382,2923
2028,March,25,1,7679,2924
2028,March,25,2,6703,2925
2028,March,11,3,38697,2926
2028,March,11,1,20584,2927
2028,March,11,2,18113,2928
2028,March,33,3,1305,2929
2028,March,33,1,667,2930
2028,March,33,2,638,2931
2028,March,29,3,23324,2932
2028,March,29,1,12486,2933
2028,March,29,2,10838,2934
2028,March,34,3,860,2935
2028,March,34,1,668,2936
2028,March,34,2,192,2937
2028,March,34,3,732,2938
2028,March,34,1,435,2939
2028,March,34,2,297,2940
2028,March,4,3,9135,2941
2028,March,4,1,4670,2942
2028,March,4,2,4465,2943
2028,March,19,3,1287,2944
2028,March,19,1,706,2945
2028,March,19,2,581,2946
2028,March,2,3,17205,2947
2028,March,2,1,9079,2948
2028,March,2,2,8126,2949
2028,March,5,3,6033,2950
2028,March,5,1,3100,2951
2028,March,5,2,2933,2952
2028,March,26,3,436,2953
2028,March,26,1,231,2954
2028,March,26,2,205,2955
2028,March,14,3,21316,2956
2028,March,14,1,10728,2957
2028,March,14,2,10588,2958
2028,March,30,3,191,2959
2028,March,30,1,102,2960
2028,March,30,2,89,2961
2028,March,37,3,530088,2962
2028,March,37,1,274766,2963
2028,March,37,2,255322,2964
2028,July,8,3,39547,2965
2028,July,8,1,20343,2966
2028,July,8,2,19204,2967
2028,July,12,3,4700,2968
2028,July,12,1,2495,2969
2028,July,12,2,2205,2970
2028,July,16,3,61260,2971
2028,July,16,1,32344,2972
2028,July,16,2,28916,2973
2028,July,28,3,1961,2974
2028,July,28,1,994,2975
2028,July,28,2,967,2976
2028,July,20,3,20041,2977
2028,July,20,1,10086,2978
2028,July,20,2,9955,2979
2028,July,13,3,43629,2980
2028,July,13,1,21815,2981
2028,July,13,2,21815,2982
2028,July,31,3,432,2983
2028,July,31,1,226,2984
2028,July,31,2,206,2985
2028,July,15,3,23345,2986
2028,July,15,1,12197,2987
2028,July,15,2,11148,2988
2028,July,17,3,13865,2989
2028,July,17,1,7395,2990
2028,July,17,2,6470,2991
2028,July,21,3,1313,2992
2028,July,21,1,643,2993
2028,July,21,2,670,2994
2028,July,9,3,9444,2995
2028,July,9,1,4888,2996
2028,July,9,2,4556,2997
2028,July,27,3,1250,2998
2028,July,27,1,655,2999
2028,July,27,2,595,3000
2028,July,18,3,729,3001
2028,July,18,1,365,3002
2028,July,18,2,364,3003
2028,July,22,3,732,3004
2028,July,22,1,366,3005
2028,July,22,2,366,3006
2028,July,6,3,1142,3007
2028,July,6,1,564,3008
2028,July,6,2,578,3009
2028,July,1,3,65597,3010
2028,July,1,1,34470,3011
2028,July,1,2,31127,3012
2028,July,3,3,27124,3013
2028,July,3,1,14142,3014
2028,July,3,2,12982,3015
2028,July,36,3,70,3016
2028,July,36,1,36,3017
2028,July,36,2,34,3018
2028,July,35,3,108,3019
2028,July,35,1,71,3020
2028,July,35,2,37,3021
2028,July,7,3,31216,3022
2028,July,7,1,14929,3023
2028,July,7,2,16287,3024
2028,July,10,3,32770,3025
2028,July,10,1,16694,3026
2028,July,10,2,16076,3027
2028,July,24,3,11379,3028
2028,July,24,1,5958,3029
2028,July,24,2,5422,3030
2028,July,32,3,4505,3031
2028,July,32,1,2439,3032
2028,July,32,2,2066,3033
2028,July,23,3,798,3034
2028,July,23,1,430,3035
2028,July,23,2,367,3036
2028,July,25,3,14494,3037
2028,July,25,1,7738,3038
2028,July,25,2,6755,3039
2028,July,11,3,38951,3040
2028,July,11,1,20719,3041
2028,July,11,2,18233,3042
2028,July,33,3,1312,3043
2028,July,33,1,671,3044
2028,July,33,2,641,3045
2028,July,29,3,23461,3046
2028,July,29,1,12559,3047
2028,July,29,2,10902,3048
2028,July,34,3,889,3049
2028,July,34,1,693,3050
2028,July,34,2,196,3051
2028,July,34,3,752,3052
2028,July,34,1,447,3053
2028,July,34,2,305,3054
2028,July,4,3,9198,3055
2028,July,4,1,4702,3056
2028,July,4,2,4496,3057
2028,July,19,3,1291,3058
2028,July,19,1,708,3059
2028,July,19,2,582,3060
2028,July,2,3,17315,3061
2028,July,2,1,9137,3062
2028,July,2,2,8178,3063
2028,July,5,3,6064,3064
2028,July,5,1,3116,3065
2028,July,5,2,2948,3066
2028,July,26,3,438,3067
2028,July,26,1,232,3068
2028,July,26,2,206,3069
2028,July,14,3,21442,3070
2028,July,14,1,10791,3071
2028,July,14,2,10651,3072
2028,July,30,3,192,3073
2028,July,30,1,102,3074
2028,July,30,2,90,3075
2028,July,37,3,532756,3076
2028,July,37,1,276160,3077
2028,July,37,2,256596,3078
2027,October,8,3,39127,3079
2027,October,8,1,20127,3080
2027,October,8,2,19000,3081
2027,October,12,3,4626,3082
2027,October,12,1,2456,3083
2027,October,12,2,2171,3084
2027,October,16,3,60657,3085
2027,October,16,1,32026,3086
2027,October,16,2,28631,3087
2027,October,28,3,1913,3088
2027,October,28,1,970,3089
2027,October,28,2,944,3090
2027,October,20,3,19780,3091
2027,October,20,1,9955,3092
2027,October,20,2,9826,3093
2027,October,13,3,43319,3094
2027,October,13,1,21660,3095
2027,October,13,2,21660,3096
2027,October,31,3,419,3097
2027,October,31,1,219,3098
2027,October,31,2,200,3099
2027,October,15,3,23109,3100
2027,October,15,1,12074,3101
2027,October,15,2,11035,3102
2027,October,17,3,13728,3103
2027,October,17,1,7322,3104
2027,October,17,2,6406,3105
2027,October,21,3,1290,3106
2027,October,21,1,632,3107
2027,October,21,2,658,3108
2027,October,9,3,9345,3109
2027,October,9,1,4837,3110
2027,October,9,2,4508,3111
2027,October,27,3,1218,3112
2027,October,27,1,638,3113
2027,October,27,2,580,3114
2027,October,18,3,723,3115
2027,October,18,1,362,3116
2027,October,18,2,361,3117
2027,October,22,3,727,3118
2027,October,22,1,363,3119
2027,October,22,2,364,3120
2027,October,6,3,1129,3121
2027,October,6,1,557,3122
2027,October,6,2,571,3123
2027,October,1,3,65019,3124
2027,October,1,1,34167,3125
2027,October,1,2,30853,3126
2027,October,3,3,26855,3127
2027,October,3,1,14002,3128
2027,October,3,2,12854,3129
2027,October,36,3,70,3130
2027,October,36,1,36,3131
2027,October,36,2,34,3132
2027,October,35,3,106,3133
2027,October,35,1,69,3134
2027,October,35,2,36,3135
2027,October,7,3,30666,3136
2027,October,7,1,14666,3137
2027,October,7,2,16000,3138
2027,October,10,3,32398,3139
2027,October,10,1,16504,3140
2027,October,10,2,15894,3141
2027,October,24,3,11235,3142
2027,October,24,1,5882,3143
2027,October,24,2,5353,3144
2027,October,32,3,4456,3145
2027,October,32,1,2412,3146
2027,October,32,2,2043,3147
2027,October,23,3,794,3148
2027,October,23,1,428,3149
2027,October,23,2,365,3150
2027,October,25,3,14244,3151
2027,October,25,1,7605,3152
2027,October,25,2,6639,3153
2027,October,11,3,38382,3154
2027,October,11,1,20416,3155
2027,October,11,2,17966,3156
2027,October,33,3,1296,3157
2027,October,33,1,662,3158
2027,October,33,2,633,3159
2027,October,29,3,23152,3160
2027,October,29,1,12394,3161
2027,October,29,2,10758,3162
2027,October,34,3,824,3163
2027,October,34,1,636,3164
2027,October,34,2,188,3165
2027,October,34,3,707,3166
2027,October,34,1,420,3167
2027,October,34,2,287,3168
2027,October,4,3,9057,3169
2027,October,4,1,4630,3170
2027,October,4,2,4427,3171
2027,October,19,3,1283,3172
2027,October,19,1,704,3173
2027,October,19,2,579,3174
2027,October,2,3,17069,3175
2027,October,2,1,9007,3176
2027,October,2,2,8061,3177
2027,October,5,3,5994,3178
2027,October,5,1,3080,3179
2027,October,5,2,2914,3180
2027,October,26,3,433,3181
2027,October,26,1,229,3182
2027,October,26,2,204,3183
2027,October,14,3,21161,3184
2027,October,14,1,10650,3185
2027,October,14,2,10511,3186
2027,October,30,3,190,3187
2027,October,30,1,101,3188
2027,October,30,2,89,3189
2027,October,37,3,526501,3190
2027,October,37,1,272898,3191
2027,October,37,2,253603,3192
2027,March,8,3,38801,3193
2027,March,8,1,19959,3194
2027,March,8,2,18842,3195
2027,March,12,3,4569,3196
2027,March,12,1,2425,3197
2027,March,12,2,2144,3198
2027,March,16,3,60189,3199
2027,March,16,1,31779,3200
2027,March,16,2,28410,3201
2027,March,28,3,1876,3202
2027,March,28,1,951,3203
2027,March,28,2,925,3204
2027,March,20,3,19694,3205
2027,March,20,1,9911,3206
2027,March,20,2,9782,3207
2027,March,13,3,43079,3208
2027,March,13,1,21540,3209
2027,March,13,2,21540,3210
2027,March,31,3,408,3211
2027,March,31,1,213,3212
2027,March,31,2,195,3213
2027,March,15,3,22926,3214
2027,March,15,1,11978,3215
2027,March,15,2,10948,3216
2027,March,17,3,13622,3217
2027,March,17,1,7265,3218
2027,March,17,2,6357,3219
