year,month,state_id,vehicle,fuel,value,vehicle_id
2025,April,4,THREE WHEELER (PASSENGER),ELECTRIC(BOV),177,120
2025,April,4,THREE WHEELER (PASSENGER),ELECTRIC(BOV),107,120
2025,April,4,TRACTOR (COMMERCIAL),DIESEL,123,224
2025,April,4,TRAILER (AGRICULTURAL),NOT APPLICABLE,1195,289
2025,April,4,TRAILER (COMMERCIAL),NOT APPLICABLE,25,238
2025,April,4,VEHICLE FITTED WITH RIG,DIESEL,1,273
2025,April,34,ADAPTED VEHICLE,DIESEL,1,328
2025,April,34,AMBULANCE,DIESEL,2,294
2025,April,34,ARTICULATED VEHICLE,DIESEL,13,216
2025,April,34,BUS,DIESEL,261,1
2025,April,34,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,1,169
2025,April,34,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,5,240
2025,April,34,E-RICKSHAW(P),ELECTRIC(BOV),2,138
2025,April,34,FORK LIFT,DIESEL,3,267
2025,April,34,GOODS CARRIER,CNG ONLY,3,184
2025,April,34,GOODS CARRIER,DIESEL,255,182
2025,April,34,GOODS CARRIER,PETROL,5,183
2025,April,34,GOODS CARRIER,PETROL/CNG,2,186
2025,April,34,M-CYCLE/SCOOTER,CNG ONLY,1,80
2025,April,34,M-CYCLE/SCOOTER,ELECTRIC(BOV),2,77
2025,April,34,M-CYCLE/SCOOTER,PETROL,1037,78
2025,April,34,M-CYCLE/SCOOTER,PETROL/ETHANOL,20,79
2025,April,34,M-CYCLE/SCOOTER,ELECTRIC(BOV),8,77
2025,April,34,MAXI CAB,DIESEL,4,59
2025,April,34,MAXI CAB,PETROL,1,61
2025,April,34,MAXI CAB,PETROL/HYBRID,6,63
2025,April,34,MOBILE CLINIC,DIESEL,1,304
2025,April,34,MOPED,ELECTRIC(BOV),1,87
